X,Y
1792.2999,748.501
1945.2401,974.35974
1822.2882,696.53345
1807.2941,675.5466
1266.5052,728.5134
1509.4104,424.7033
1752.3156,428.7008
1745.3182,953.3729
1788.3014,728.5134
1528.403,725.5153
1789.301,761.4928
1769.3088,707.52655
1688.3405,750.4997
1966.2319,498.6571
1876.2671,1084.2911
1331.4799,771.4866
636.7513,492.66083
1585.3807,742.5047
1801.2964,837.4454
1714.3303,719.51904
1849.2776,741.5053
1639.3596,1068.301
1593.3776,917.3954
1850.2772,500.65582
1445.4354,752.4985
1796.2983,1044.316
785.6931,708.52594
2121.1714,344.7533
1820.289,934.38477
1701.3354,659.5565
1390.4569,878.41974
1059.586,991.3491
1601.3745,689.5378
1852.2765,681.5428
1730.3241,721.5178
1769.3088,709.5253
1735.3221,724.5159
1530.4022,484.66583
1264.5061,699.53156
1278.5006,693.5353
1003.608,764.49097
1289.4963,719.51904
1266.5052,698.53217
2060.1953,401.71768
1779.3049,948.37604
1646.3569,993.3479
1266.5052,736.5084
1165.5447,692.53595
1329.4807,693.5353
1280.4998,698.53217
1630.3632,768.48846
1739.3206,825.4529
1279.5002,730.5122
1724.3264,781.48035
487.80945,1048.3136
1290.4958,766.4897
1298.4928,670.5497
1359.469,724.5159
1390.4569,1098.2823
1262.5068,742.5047
1124.5607,1074.2974
1323.483,717.5203
1261.5072,687.53906
1998.2195,536.63336
2072.1907,810.4622
719.7189,1045.3154
2071.191,407.71393
1298.4928,725.5153
2020.2108,777.48285
1914.2522,682.5422
669.7384,456.68332
1724.3264,973.3604
486.80984,376.7333
1324.4827,702.52966
2098.1804,706.52716
1300.492,696.53345
755.70483,1010.3373
1597.376,757.4953
1839.2815,1014.33484
1310.488,720.51843
456.82156,459.68146
1756.314,1032.3236
1527.4033,765.49036
752.706,1010.3373
1746.3179,972.361
1773.3073,462.67957
833.6744,771.4866
1852.2765,860.43097
481.8118,407.71393
2284.1077,727.51404
1456.431,747.5016
2007.216,734.5097
1803.2955,727.51404
1783.3033,378.73206
854.66614,1019.33167
1711.3315,538.63214
1258.5084,745.5028
436.82938,587.6015
1255.5095,711.52405
1464.428,558.6196
2050.1992,979.3567
1615.369,416.7083
780.69507,510.6496
1137.5557,854.43475
1553.3932,473.67273
849.6681,994.3473
1994.2211,483.66644
1444.4358,834.4472
802.68646,502.6546
1456.431,412.71082
1291.4955,726.5147
1798.2975,712.52344
853.66656,1076.296
1648.3561,580.6059
1285.4978,729.5128
1820.289,729.5128
1973.2292,974.35974
1477.4229,433.6977
574.77545,996.34607
1978.2273,478.66962
2021.2104,435.69644
2341.0854,776.48346
835.6736,828.451
1728.3248,407.71393
1764.3108,536.63336
865.66187,763.4916
1202.5303,737.5078
1625.3651,1062.3048
1549.3948,1021.33044
1331.4799,748.501
1734.3225,533.63525
1844.2795,1021.33044
1595.3768,969.3629
1516.4077,996.34607
1776.3062,1036.321
1671.3472,747.5016
239.90628,705.52783
1388.4576,863.42914
1327.4814,720.51843
1755.3143,701.5303
1754.3147,728.5134
2093.1824,423.70395
711.722,777.48285
1861.273,413.71017
741.71027,685.5403
1279.5002,731.51154
852.66693,385.72766
1285.4978,735.5091
1277.501,733.5103
1699.3362,750.4997
1194.5334,793.47284
1793.2994,1037.3204
1255.5095,697.5328
1368.4655,713.5228
514.7989,746.5022
1734.3225,737.5078
1264.5061,698.53217
1702.3351,456.68332
1497.415,748.501
1719.3284,464.67834
1879.2659,773.48535
1328.4811,681.5428
1722.3273,419.70645
1739.3206,464.67834
1668.3483,723.51654
1497.415,697.5328
1902.257,796.47095
1814.2913,481.66772
1400.453,733.5103
1766.31,684.5409
1785.3026,725.5153
1754.3147,743.5041
1755.3143,786.47723
1838.282,482.6671
1271.5033,719.51904
1441.4369,736.5084
1721.3276,788.47595
810.68335,1043.3167
1229.5198,704.52844
1710.3319,783.47906
1545.3964,1001.3429
1872.2687,1063.3042
1668.3483,720.51843
937.6337,699.53156
1699.3362,704.52844
1294.4944,696.53345
1576.3843,966.3648
1266.5052,702.52966
1274.5022,696.53345
906.6459,725.5153
726.7161,1008.3385
1733.3229,503.654
1873.2683,778.48224
1639.3596,986.3523
1276.5013,743.5041
742.7099,728.5134
1034.5958,750.4997
1655.3534,717.5203
1677.3448,489.66272
1591.3784,1050.3124
1781.3042,989.35046
1372.4639,716.52094
986.6146,1016.3335
1277.501,708.52594
1838.282,725.5153
1740.3202,691.53656
1678.3444,470.67456
1407.4502,403.71643
1294.4944,720.51843
839.672,461.6802
1286.4974,738.5072
1551.394,1014.33484
1628.3639,758.4947
1160.5466,415.70892
867.6611,889.4129
837.6728,458.68207
886.6536,691.53656
1748.317,680.5434
1558.3912,552.62335
1823.2878,749.5003
1007.6064,1015.3342
633.75244,733.5103
1005.6072,489.66272
1941.2417,750.4997
1586.3804,997.34546
1751.3159,453.6852
1713.3307,760.49347
1881.2651,715.52155
1572.3857,717.5203
997.6103,951.37415
777.6962,735.5091
1641.3589,421.7052
1277.501,718.5197
1296.4935,677.5453
1279.5002,777.48285
2009.2152,1000.3435
1733.3229,992.3485
1224.5217,702.52966
1627.3643,663.554
1899.258,389.7252
1551.394,742.5047
630.7536,694.53467
495.80634,766.4897
930.6365,975.35913
2171.1519,697.5328
1302.4912,740.5059
615.75946,433.6977
717.71967,723.51654
1814.2913,752.4985
1741.3198,979.3567
1928.2468,957.3704
1264.5061,731.51154
1484.4202,1012.33606
2039.2035,1018.3323
822.67865,538.63214
1956.2358,752.4985
2207.138,760.49347
1762.3116,740.5059
806.6849,1000.3435
1434.4397,725.5153
1278.5006,717.5203
1271.5033,775.4841
937.6337,1038.3198
2270.1133,665.5528
974.61926,747.5016
1820.289,1018.3323
1250.5115,700.53094
1901.2573,728.5134
2050.1992,410.71207
918.6412,700.53094
1294.4944,802.4672
1693.3385,470.67456
1815.2909,768.48846
1758.3131,1034.3223
1446.4349,739.5066
1674.346,977.3579
980.61694,479.66895
1711.3315,437.6952
1326.4818,734.5097
1677.3448,516.6459
835.6736,705.52783
1730.3241,983.3541
1793.2994,441.6927
1481.4213,731.51154
1526.4038,711.52405
1231.5189,676.5459
1837.2823,1018.3323
2080.1875,482.6671
1980.2264,1006.33984
1291.4955,760.49347
1683.3424,725.5153
1476.4232,447.68896
751.70636,1029.3254
772.6982,717.5203
1330.4802,734.5097
718.71924,719.51904
1337.4775,664.5534
1868.2703,454.68457
1603.3737,912.3985
1493.4166,450.68707
1675.3456,426.70206
1257.5088,695.53406
759.70325,726.5147
1052.5889,734.5097
1839.2815,687.53906
1544.3967,728.5134
668.7388,483.66644
1355.4706,738.5072
1564.3889,1002.3423
850.6677,597.5953
1316.4857,749.5003
1726.3257,724.5159
1946.2397,978.3573
1938.2429,685.5403
1332.4795,739.5066
1733.3229,769.48785
1862.2726,763.4916
2092.1829,973.3604
1698.3365,787.47656
1457.4307,780.48096
1885.2635,401.71768
794.6896,1027.3267
813.6821,692.53595
802.68646,710.52466
1667.3488,720.51843
