X,Y
1825.287,522.6421
1761.312,914.3973
1245.5134,932.38605
1277.501,749.5003
722.7177,602.59216
1965.2323,402.71707
1963.2332,826.4522
1821.2886,900.406
1390.4569,757.4953
1093.5729,680.5434
1252.5107,630.57465
1284.4983,703.52905
1337.4775,818.4572
1819.2893,767.4891
1909.2542,952.37354
755.70483,811.4616
1481.4213,550.62463
1354.471,785.47784
1288.4967,536.63336
1400.453,796.47095
1795.2987,658.5572
811.6829,904.4035
1324.4827,784.47845
1442.4365,765.49036
678.73486,767.4891
1789.301,653.5603
735.7126,689.5378
1810.2928,737.5078
1839.2815,813.4603
1492.417,743.5041
1347.4736,864.42847
1306.4896,1083.2917
1482.4209,674.5472
1841.2808,680.5434
1198.5319,701.5303
1780.3046,576.6084
487.80945,342.75455
1849.2776,716.52094
1284.4983,710.52466
750.7068,659.5565
1278.5006,695.53406
738.7114,746.5022
1280.4998,727.51404
1305.49,125.890076
874.6583,704.52844
1817.2902,856.4335
1388.4576,615.58405
1309.4885,689.5378
695.7282,577.6077
1257.5088,749.5003
804.68567,506.6521
1723.3268,913.3979
1377.4619,826.4522
1318.485,883.4166
789.6915,951.37415
865.66187,509.6502
700.72626,923.39166
1244.5139,758.4947
1892.2609,699.53156
1264.5061,710.52466
2020.2108,397.72018
1279.5002,698.53217
586.7708,467.67645
1938.2429,860.43097
1391.4564,818.4572
658.7427,723.51654
1290.4958,752.4985
812.68256,685.5403
1970.2303,660.5559
783.69385,781.48035
1636.3608,395.72144
1250.5115,876.421
1562.3896,100.905685
1235.5173,667.5515
1507.4111,541.63025
1823.2878,747.5016
785.6931,818.4572
1789.301,793.47284
1815.2909,812.461
1931.2456,708.52594
652.745,900.406
1214.5256,197.8451
1830.285,771.4866
729.71497,905.4029
2014.2133,356.7458
1355.4706,698.53217
806.6849,685.5403
1427.4424,1068.301
2051.1987,357.74518
1301.4916,373.73517
661.7415,471.67395
1081.5775,463.67896
1885.2635,601.5928
596.7669,401.71768
590.7692,900.406
876.65753,540.63086
1823.2878,724.5159
488.80905,708.52594
1240.5154,691.53656
1607.3721,720.51843
1899.258,934.38477
733.7134,555.6215
719.7189,731.51154
1513.4088,772.48596
870.6599,642.56714
845.6697,1023.3292
1306.4896,734.5097
992.61224,1127.2643
1449.4338,415.70892
603.76416,488.66333
638.7505,477.67023
1946.2397,468.67584
777.6962,920.3935
1335.4783,660.5559
1000.60913,1058.3074
767.70013,632.5734
1722.3273,710.52466
1579.383,754.4972
1956.2358,459.68146
1540.3983,726.5147
1299.4924,713.5228
1399.4534,439.69394
688.73096,623.57904
1329.4807,643.5665
1729.3245,739.5066
1362.4678,190.84947
1345.4745,818.4572
1835.2831,696.53345
1428.442,855.43414
1871.269,706.52716
1902.257,750.4997
729.71497,885.4154
896.6497,851.4366
1824.2874,999.3441
962.62396,764.49097
1256.5092,754.4972
1201.5306,941.3804
1347.4736,713.5228
1356.4701,602.59216
1434.4397,1040.3186
491.8079,1117.2705
1379.4612,689.5378
1823.2878,715.52155
1212.5264,1068.301
1292.4951,705.52783
1792.2999,800.46844
772.6982,743.5041
1435.4393,856.4335
1303.4908,756.496
1298.4928,718.5197
