X,Y
1623.3658,1061.3054
1844.2795,1144.2537
1289.4963,641.56775
1265.5056,692.53595
1600.3749,1043.3167
956.62634,134.88445
1226.5209,764.49097
1295.4939,740.5059
1306.4896,695.53406
962.62396,252.81076
900.6482,277.79514
1628.3639,1063.3042
1424.4436,832.4485
1581.3823,1063.3042
1875.2675,1074.2974
1724.3264,1069.3004
1256.5092,743.5041
1501.4136,746.5022
1744.3186,924.391
1400.453,750.4997
1761.312,903.4041
1762.3116,1148.2511
1344.4749,818.4572
1404.4514,774.4847
686.73175,414.70956
1410.4491,766.4897
1609.3713,1018.3323
1590.3788,1059.3066
1400.453,803.4666
1368.4655,778.48224
1784.303,941.3804
1361.4681,849.43787
1153.5494,959.36914
1453.4323,785.47784
1306.4896,763.4916
1588.3795,1072.2986
1279.5002,720.51843
772.6982,369.73767
1255.5095,755.4966
1179.5392,647.564
1644.3577,1126.2649
901.64777,363.74142
1298.4928,689.5378
1620.3671,1063.3042
1677.3448,1104.2786
1601.3745,1030.3248
1516.4077,572.6109
782.6943,272.79825
1298.4928,687.53906
1261.5072,716.52094
1323.483,735.5091
1679.344,1097.283
1520.4061,586.6021
1346.474,899.4066
1314.4866,653.5603
1230.5193,819.4566
1147.5518,489.66272
1279.5002,658.5572
1341.476,739.5066
1269.5042,729.5128
600.7653,485.66522
1278.5006,715.52155
1509.4104,967.36414
1842.2804,949.3754
1555.3925,846.43976
1339.4768,788.47595
1553.3932,488.66333
1342.4756,750.4997
1773.3073,1018.3323
1865.2714,1048.3136
1208.528,694.53467
1804.2952,966.3648
1111.5658,548.62585
1307.4893,695.53406
1532.4014,948.37604
1277.501,756.496
1747.3175,1083.2917
1751.3159,929.3879
1060.5857,199.84386
1005.6072,297.78265
1938.2429,931.38666
1510.41,486.6646
1749.3167,1061.3054
676.73566,559.619
1308.4889,429.7002
1016.6029,557.62024
1260.5076,725.5153
892.6513,338.75702
1864.2717,760.49347
792.69037,566.6146
1516.4077,998.34485
1440.4374,585.6028
1411.4486,779.48157
1798.2975,1169.238
1468.4264,1168.2386
1052.5889,306.777
1320.4841,724.5159
955.6267,395.72144
1300.492,769.48785
1617.3682,1065.303
1873.2683,959.36914
1066.5834,196.84572
881.6556,344.7533
1492.417,743.5041
1211.5267,703.52905
1309.4885,1072.2986
1364.467,883.4166
1735.3221,1053.3104
1791.3003,882.41724
1547.3955,975.35913
1078.5787,527.639
978.61774,429.7002
1795.2987,1233.198
1162.5459,339.7564
959.6251,1020.33105
1641.3589,1062.3048
948.62946,402.71707
1610.371,1040.3186
1619.3674,1037.3204
1554.3928,982.35474
802.68646,320.76828
1576.3843,997.34546
1328.4811,737.5078
819.6798,779.48157
1353.4713,787.47656
1276.5013,664.5534
1810.2928,1042.3173
1574.385,1245.1906
1362.4678,784.47845
761.70245,590.5996
1836.2827,969.3629
1671.3472,1197.2205
1270.5037,703.52905
1777.3058,1165.2405
1056.5873,839.4441
1741.3198,1122.2673
1393.4557,872.4235
1259.508,785.47784
1713.3307,1050.3124
1421.4447,862.42975
1854.2756,1085.2904
1444.4358,761.4928
828.67633,324.76578
1084.5763,899.4066
1272.5029,730.5122
1291.4955,724.5159
1403.4518,884.416
797.6884,603.5915
1328.4811,779.48157
1297.4932,807.4641
1744.3186,1198.2198
1807.2941,1109.2755
1253.5104,740.5059
1729.3245,1197.2205
1491.4174,903.4041
1324.4827,771.4866
1427.4424,890.41223
1672.3468,1110.2749
1830.285,986.3523
1778.3053,1155.2467
1296.4935,652.5609
908.6451,660.5559
1751.3159,966.3648
1332.4795,752.4985
1820.289,981.35547
1740.3202,982.35474
1216.5248,964.366
912.6435,363.74142
1818.2898,1072.2986
1516.4077,906.4023
1900.2577,1097.283
1718.3287,916.396
1272.5029,731.51154
1290.4958,752.4985
1425.4432,830.4497
849.6681,302.7795
1301.4916,740.5059
1493.4166,958.3698
1790.3007,1050.3124
1511.4097,734.5097
848.6685,420.7058
1337.4775,717.5203
1479.4221,825.4529
1024.5997,848.4385
1003.608,277.79514
1366.4662,778.48224
1285.4978,679.54407
1795.2987,1038.3198
1323.483,770.4872
1725.326,1154.2473
1305.49,724.5159
1860.2733,1018.3323
768.6997,292.78577
1742.3195,1073.298
1234.5178,694.53467
1466.4271,774.4847
1725.326,990.34985
1341.476,775.4841
760.7029,602.59216
1446.4349,800.46844
1557.3916,448.68832
1755.3143,1192.2236
1310.488,875.42163
1376.4623,824.4535
1377.4619,704.52844
970.62085,144.8782
1274.5022,692.53595
1230.5193,674.5472
1299.4924,746.5022
1500.414,936.38354
1278.5006,711.52405
1151.5502,329.76266
1359.469,678.5447
1293.4948,781.48035
1315.4861,718.5197
1314.4866,719.51904
841.6712,282.79202
1378.4615,825.4529
1802.296,1163.2417
1274.5022,703.52905
1275.5017,736.5084
1549.3948,968.3635
1752.3156,1093.2854
1783.3033,1042.3173
1299.4924,780.48096
1120.5623,625.57776
1751.3159,1220.2062
1080.5779,794.4722
1226.5209,827.4516
1018.6021,430.69955
1214.5256,767.4891
1324.4827,789.47534
1354.471,794.4722
1810.2928,1054.3098
899.64856,368.73828
