X,Y
2021.2104,1005.34045
2027.2081,821.4553
1253.5104,963.36664
2047.2003,800.46844
2058.196,914.3973
1245.5134,782.47974
1294.4944,822.4547
1306.4896,694.53467
1270.5037,810.4622
2021.2104,797.47034
1286.4974,770.4872
1303.4908,603.5915
1311.4877,886.41473
1362.4678,988.3511
1218.524,648.5634
1249.512,906.4023
749.70715,1033.3229
1258.5084,721.5178
2000.2186,455.68396
1259.508,880.4185
1283.4987,795.4716
1885.2635,871.42413
982.61615,1070.2998
1266.5052,737.5078
1180.5388,730.5122
1286.4974,631.57404
2014.2133,415.70892
1291.4955,996.34607
1279.5002,593.5978
1268.5045,725.5153
1281.4994,529.63776
1308.4889,776.48346
1227.5205,687.53906
1227.5205,796.47095
1298.4928,975.35913
1320.4841,864.42847
648.7466,621.58026
1341.476,420.7058
1413.4479,1017.3329
1284.4983,518.6446
1324.4827,953.3729
1218.524,737.5078
1257.5088,746.5022
1296.4935,961.3679
1266.5052,983.3541
1286.4974,549.62524
1306.4896,773.48535
1919.2502,956.37103
1240.5154,820.456
2005.2167,980.3561
1231.5189,700.53094
1288.4967,740.5059
1226.5209,892.411
1341.476,932.38605
1257.5088,885.4154
1301.4916,965.3654
1278.5006,762.4922
1229.5198,936.38354
1319.4846,813.4603
1260.5076,710.52466
1303.4908,907.4016
1305.49,892.411
637.75085,1086.2898
1257.5088,380.7308
1309.4885,690.5372
1296.4935,742.5047
2039.2035,740.5059
1966.2319,1069.3004
552.78406,988.3511
1368.4655,671.549
587.7704,959.36914
1967.2316,904.4035
2099.18,721.5178
1223.5221,689.5378
1385.4589,1051.3116
1976.228,786.47723
1287.4971,977.3579
1264.5061,737.5078
1332.4795,910.3998
510.80048,875.42163
1292.4951,277.79514
1206.5287,647.564
1109.5665,744.5034
1276.5013,646.56464
1242.5146,691.53656
1263.5065,617.58276
2017.212,819.4566
1216.5248,987.3517
540.78876,426.70206
1317.4854,820.456
1268.5045,671.549
611.76105,1010.3373
516.79816,870.42474
1317.4854,761.4928
1298.4928,990.34985
1798.2975,1044.316
1269.5042,1045.3154
1352.4717,707.52655
1454.4319,761.4928
1328.4811,861.43036
1365.4667,726.5147
1296.4935,495.659
1311.4877,415.70892
1364.467,633.57275
1308.4889,793.47284
1286.4974,738.5072
1262.5068,634.57214
1868.2703,394.72205
1260.5076,744.5034
1390.4569,759.4941
