X,Y
1269.5042,732.5109
1914.2522,861.43036
1988.2234,682.5422
1255.5095,746.5022
1277.501,732.5109
1589.3792,507.6515
1796.2983,755.4966
1814.2913,685.5403
1872.2687,646.56464
1864.2717,461.6802
813.6821,723.51654
1270.5037,735.5091
1771.3081,743.5041
1277.501,738.5072
1970.2303,830.4497
1873.2683,700.53094
1296.4935,699.53156
1723.3268,795.4716
1824.2874,703.52905
1592.3779,749.5003
1630.3632,744.5034
1656.353,751.4991
946.63025,819.4566
1748.317,583.604
695.7282,671.549
1735.3221,709.5253
1731.3237,718.5197
1274.5022,707.52655
1654.3538,797.47034
1650.3553,774.4847
1654.3538,848.4385
1839.2815,919.39417
2048.2,937.3829
1724.3264,792.47345
2012.214,953.3729
1971.23,980.3561
1252.5107,737.5078
1713.3307,769.48785
1281.4994,728.5134
1302.4912,727.51404
787.6923,788.47595
1279.5002,713.5228
1290.4958,735.5091
1266.5052,744.5034
1289.4963,724.5159
470.8161,1073.298
2026.2085,810.4622
964.62317,660.5559
1724.3264,681.5428
808.6841,679.54407
447.82507,371.73642
1619.3674,687.53906
1320.4841,714.52216
1806.2944,905.4029
1232.5186,688.53845
858.6646,675.5466
803.68604,644.5659
1744.3186,789.47534
1712.3312,762.4922
1288.4967,716.52094
1542.3975,734.5097
2055.1973,427.70145
1302.4912,728.5134
803.68604,751.4991
1874.2678,914.3973
520.7966,500.65582
1274.5022,723.51654
1900.2577,598.59467
2002.2179,755.4966
1903.2566,686.5397
2040.203,1013.33545
1710.3319,747.5016
1807.2941,808.4635
1260.5076,715.52155
1738.3209,702.52966
1277.501,738.5072
1783.3033,860.43097
1711.3315,838.44476
1452.4326,411.71143
1873.2683,697.5328
1922.2491,498.6571
615.75946,730.5122
1749.3167,759.4941
654.74426,850.43726
1301.4916,725.5153
1047.5908,809.4628
1708.3326,788.47595
1943.241,791.47406
520.7966,1039.3192
1439.4377,745.5028
1279.5002,704.52844
1737.3214,729.5128
1757.3136,754.4972
2097.181,716.52094
1605.3729,1023.3292
1441.4369,645.5653
1781.3042,790.47473
1298.4928,729.5128
1565.3885,650.56213
1791.3003,711.52405
1971.23,898.4073
933.6353,637.57025
778.6958,719.51904
1128.5592,884.416
1676.3452,640.5684
1337.4775,773.48535
1611.3706,728.5134
952.62787,783.47906
906.6459,539.6315
1317.4854,704.52844
1782.3038,732.5109
1541.398,720.51843
834.67395,982.35474
1706.3335,788.47595
1552.3936,720.51843
1760.3124,587.6015
1999.2191,485.66522
1123.5612,1050.3124
578.7739,481.66772
1131.558,395.72144
2046.2007,1027.3267
1689.3401,674.5472
1294.4944,707.52655
1703.3346,853.43536
1630.3632,678.5447
1633.3619,775.4841
1541.398,755.4966
1640.3593,806.4647
1791.3003,748.501
1575.3846,631.57404
1658.3522,738.5072
638.7505,862.42975
1771.3081,909.4004
834.67395,933.3854
1747.3175,793.47284
1711.3315,825.4529
1720.328,786.47723
870.6599,741.5053
1718.3287,863.42914
1311.4877,717.5203
1724.3264,725.5153
1497.415,1012.33606
840.67163,741.5053
1654.3538,681.5428
1747.3175,658.5572
734.713,735.5091
1711.3315,765.49036
1352.4717,767.4891
1258.5084,733.5103
1863.2722,671.549
1819.2893,746.5022
1663.3502,765.49036
1867.2706,1012.33606
1231.5189,722.5172
1209.5276,695.53406
2056.1968,474.67206
1822.2882,837.4454
1235.5173,714.52216
1320.4841,672.5484
970.62085,826.4522
1773.3073,667.5515
1606.3726,841.4429
798.688,761.4928
1776.3062,638.56964
1800.2968,805.46533
1843.28,833.4479
1598.3756,667.5515
1273.5026,745.5028
986.6146,776.48346
1773.3073,464.67834
1865.2714,706.52716
1727.3253,664.5534
1704.3342,817.4578
1942.2413,479.66895
1291.4955,753.4978
1671.3472,852.436
1694.3381,771.4866
973.6197,864.42847
858.6646,757.4953
1796.2983,875.42163
1293.4948,685.5403
1609.3713,801.46783
746.7083,660.5559
957.6259,695.53406
1726.3257,839.4441
1601.3745,797.47034
1222.5225,731.51154
1849.2776,679.54407
1286.4974,706.52716
1883.2644,892.411
489.80865,1021.33044
1456.431,477.67023
1304.4905,749.5003
551.7845,483.66644
1295.4939,717.5203
1720.328,727.51404
985.615,660.5559
1716.3296,764.49097
1628.3639,798.4697
1653.3541,862.42975
1907.255,732.5109
1333.4791,729.5128
1409.4495,381.73016
835.6736,783.47906
1699.3362,747.5016
1689.3401,630.57465
1738.3209,674.5472
1663.3502,739.5066
1306.4896,739.5066
1246.5131,773.48535
1279.5002,749.5003
830.67554,811.4616
1606.3726,740.5059
2031.2065,411.71143
