X,Y
1277.501,733.5103
904.6466,273.79764
1207.5283,788.47595
1528.403,1019.33167
1031.597,464.67834
1761.312,1167.2393
1352.4717,859.43164
1650.3553,1178.2324
1342.4756,715.52155
1414.4475,904.4035
1284.4983,675.5466
1264.5061,728.5134
1293.4948,763.4916
935.6345,392.7233
1810.2928,994.3473
1761.312,1127.2643
1313.4869,731.51154
1231.5189,790.47473
1284.4983,754.4972
1368.4655,804.46594
1304.4905,650.56213
1598.3756,1061.3054
1370.4647,764.49097
1715.33,1087.2892
1228.5201,749.5003
1369.4651,793.47284
1621.3667,1077.2954
1601.3745,1090.2874
1715.33,921.3929
1191.5345,818.4572
1399.4534,792.47345
1367.4658,774.4847
1519.4065,607.589
1713.3307,1136.2585
1254.51,693.5353
1621.3667,1064.3036
918.6412,402.71707
762.7021,392.7233
1297.4932,749.5003
1522.4053,956.37103
1656.353,1148.2511
1660.3514,1132.2611
1256.5092,720.51843
1455.4315,1268.1761
920.6404,350.74954
854.66614,260.80576
1806.2944,1012.33606
924.6388,269.80014
1071.5814,863.42914
1300.492,723.51654
1551.394,1132.2611
1380.4608,822.4547
1114.5646,626.57715
1299.4924,826.4522
1264.5061,698.53217
1188.5358,863.42914
1297.4932,715.52155
1330.4802,748.501
1732.3234,1371.1118
986.6146,1014.33484
956.62634,110.899445
1007.6064,1003.3417
887.65326,283.79138
1775.3065,1085.2904
1439.4377,771.4866
744.7091,214.83447
1305.49,757.4953
1809.2932,1045.3154
1754.3147,1018.3323
1486.4193,506.6521
1359.469,626.57715
1611.3706,1153.2479
1583.3815,1042.3173
1310.488,716.52094
1548.3951,1063.3042
1289.4963,747.5016
1715.33,1131.2617
1377.4619,919.39417
941.6322,229.8251
931.6361,281.79263
736.7122,408.71332
1529.4026,427.70145
1332.4795,706.52716
814.68176,450.68707
1252.5107,749.5003
1290.4958,713.5228
1248.5123,687.53906
961.6244,180.85571
1828.2859,1255.1843
829.6759,252.81076
1064.5841,508.65088
1444.4358,556.62085
1302.4912,776.48346
1837.2823,1273.173
744.7091,532.63586
