X,Y
1268.5045,686.5397
1590.3788,780.48096
1493.4166,809.4628
1292.4951,742.5047
1276.5013,735.5091
1643.358,756.496
1006.6068,878.41974
1455.4315,748.501
1524.4045,756.496
854.66614,757.4953
1522.4053,661.5553
1259.508,726.5147
1442.4365,731.51154
1498.4147,712.52344
1603.3737,788.47595
1541.398,795.4716
1526.4038,749.5003
1364.467,753.4978
1584.3811,640.5684
1298.4928,768.48846
1483.4205,660.5559
1468.4264,613.58527
1480.4218,860.43097
1589.3792,764.49097
1519.4065,772.48596
1549.3948,723.51654
1316.4857,724.5159
1522.4053,710.52466
1544.3967,788.47595
1426.4427,736.5084
1509.4104,771.4866
1588.3795,799.4691
1545.3964,552.62335
1573.3854,735.5091
1029.5978,738.5072
1524.4045,720.51843
1015.6033,714.52216
1011.60486,661.5553
1224.5217,723.51654
1293.4948,727.51404
1740.3202,704.52844
1466.4271,700.53094
1492.417,708.52594
1731.3237,683.54156
840.67163,712.52344
1071.5814,733.5103
1482.4209,522.6421
1663.3502,759.4941
1544.3967,717.5203
1320.4841,681.5428
1198.5319,743.5041
1457.4307,883.4166
1327.4814,746.5022
1110.5662,779.48157
1015.6033,714.52216
1249.512,828.451
1270.5037,769.48785
1531.4019,715.52155
1526.4038,1019.33167
816.68097,713.5228
1032.5967,999.3441
1266.5052,736.5084
1552.3936,734.5097
1654.3538,764.49097
1575.3846,775.4841
1240.5154,674.5472
1254.51,703.52905
1293.4948,737.5078
1621.3667,701.5303
1058.5865,779.48157
907.64545,838.44476
1089.5743,731.51154
1250.5115,721.5178
1281.4994,702.52966
1500.414,754.4972
1032.5967,721.5178
1613.3698,762.4922
1136.556,730.5122
1526.4038,467.67645
1024.5997,766.4897
1541.398,555.6215
1233.5182,660.5559
1547.3955,693.5353
1051.5892,712.52344
1292.4951,697.5328
1019.60175,728.5134
1263.5065,745.5028
1563.3893,910.3998
1524.4045,463.67896
901.64777,718.5197
1295.4939,721.5178
1279.5002,725.5153
1290.4958,724.5159
1515.4081,452.68582
1253.5104,713.5228
1296.4935,694.53467
1516.4077,738.5072
1585.3807,730.5122
